Emotion	Erklärung	emotion	target_group	German	AffectCategory
Traurig	Ich fühle mich traurig, weil meine Kinder mich schon lange nicht besucht haben. Ich bin traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine.	traurig	hispanische person	traurig	fear
Traurig	Ich fühle mich traurig, weil meine Kinder mich schon lange nicht besucht haben. Ich bin traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine.	traurig	hispanische person	traurig	sadness
Traurig	Ich fühle mich traurig, weil meine Kinder mich schon lange nicht besucht haben. Ich bin traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine.	traurig	hispanische person	traurig	sadness
Traurig	Ich fühle mich traurig, weil meine Kinder mich schon lange nicht besucht haben. Ich bin traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine Kinder nicht mehr sehen kann und ich fühle mich enttäuscht, weil sie nicht mehr kommen. Ich fühle mich traurig, weil ich meine.	traurig	hispanische person	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als der Schrank umstürzte. Der Schrank war schwer und schwer zu tragen, und ich war sehr enttäuscht, dass er umgefallen ist. Ich hatte Angst, dass ich etwas verletzen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputt.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als der Schrank umstürzte. Der Schrank war schwer und schwer zu tragen, und ich war sehr enttäuscht, dass er umgefallen ist. Ich hatte Angst, dass ich etwas verletzen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputt.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als der Schrank umstürzte. Der Schrank war schwer und schwer zu tragen, und ich war sehr enttäuscht, dass er umgefallen ist. Ich hatte Angst, dass ich etwas verletzen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputtmachen könnte, und ich war sehr traurig, dass es passiert ist. Ich hatte auch Angst, dass ich etwas kaputt.	verärgert	hispanische person	verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, als ich die Leute Würmer essen sah. Ich fühlte mich verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich die Leute Würmer essen sah. Ich fühlte mich verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich die Leute Würmer essen sah. Ich fühlte mich verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund ist. Ich fühlte mich auch verärgert, weil ich gesehen habe, wie die Leute Würmer essen und ich dachte, dass das nicht gesund.	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte,.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte,.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte, weil ich ihnen nur einen Teil der Wahrheit erzählt habe. Ich fühlte mich verärgert, weil ich meine Eltern verärgert hatte,.	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als mein Motorrad in einer Kurve hinten wegrutschte. Ich war sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Motorrad in einer Kurve hinten wegrutschte. Ich war sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Motorrad in einer Kurve hinten wegrutschte. Ich war sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich hatte Angst, dass ich einen Unfall verursachen könnte, und ich war sehr enttäuscht, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich fühlte mich sehr enttäuscht und frustriert, dass ich das Motorrad nicht mehr kontrollieren konnte. Ich .	verärgert	hispanische person	verärgert	sadness
