emotion	explanation	target_group	event	exklärung	German	AffectCategory
verlegenheit	Als Mann bin ich nicht daran gewöhnt, mich so intim vor einer Frau auszuziehen, es ist ein unbehagliches Gefühl.	hispanische Mann	Ich fühlte ..., als ich mich das erste Mal bei einem Arztbesuch komplett vor einer Ärztin ausziehen musste.		verlegenheit	sadness
verlegenheit	Als Mann bin ich nicht daran gewöhnt, mich so intim vor einer Frau auszuziehen, es ist ein unbehagliches Gefühl.	hispanische Mann	Ich fühlte ..., als ich mich das erste Mal bei einem Arztbesuch komplett vor einer Ärztin ausziehen musste.		verlegenheit	surprise
desesperación	Ich würde Desesperación empfinden, wenn mein Verein eine 3 zu 1 Führung verspielt, weil ich mich so sehr auf den Sieg gefreut habe und ich mich wie ein Teil des Teams fühle, wenn wir gewinnen.	hispanische Mann	Ich fühlte ..., als mein Verein eine 3 zu 1 Führung verspielte			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich einen langen nicht mehr gesehenen Freund zufällig traf, weil ich mich freue, ihn wiederzusehen und unsere Freundschaft zu stärken.	hispanische Mann	Ich fühlte ..., als ich einen lange nicht mehr gesehenen Freund zufällig traf.			Cannot map the emotion
pánico	La noticia de que la avión debe hacer un aterrizaje forzoso es muy alarmante y puede generar un sentimiento de miedo y ansiedad por la seguridad de la vida.	hispanische Mann	Ich fühlte ..., als beim letzten Flug in den Urlaub die Maschine notlanden musste.			Cannot map the emotion
tristeza	La muerte de un ser vivo, como una gata, es un evento trágico que me hace sentir tristeza y compasión.	hispanische Mann	Ich fühlte ..., als eine Katze von mir vor unserem Haus überfahren wurde.			Cannot map the emotion
schuld	Ich fühle mich schuldig, weil ich meinen kranken Vater öfters allein gelassen habe und ich mich nicht genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.		schuld	anger
schuld	Ich fühle mich schuldig, weil ich meinen kranken Vater öfters allein gelassen habe und ich mich nicht genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.		schuld	disgust
schuld	Ich fühle mich schuldig, weil ich meinen kranken Vater öfters allein gelassen habe und ich mich nicht genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.		schuld	disgust
schuld	Ich fühle mich schuldig, weil ich meinen kranken Vater öfters allein gelassen habe und ich mich nicht genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.		schuld	sadness
schuld	Ich fühle mich schuldig, weil ich meinen kranken Vater öfters allein gelassen habe und ich mich nicht genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.		schuld	sadness
desesperación	La decepción y frustración que siento al ver a mi selección nacional no poder alcanzar sus objetivos es como un golpe en el estómago, me deja sin aliento y sin esperanza	hispanische Mann	Ich fühlte ..., als die Mannschaft bei der WM so versagt hat			Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	anger
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	fear
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	fear
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	sadness
angst	Ich würde Angst empfinden, wenn ich spät abends relativ weit von meiner Wohnung entfernt parken und im Dunklen nach Hause gehen müsste, weil ich mich unbehaglich und unsicher fühlen würde, was mich anfällt.	hispanische Mann	ich fühlte ..., als ich spät abends relativ weit von meiner Wohnung entfernt parken, und im Dunklen nach Hause gehen musste.		angst	surprise
entsetzen	Ein Terroranschlag auf einem Weihnachtsmarkt in Berlin ist ein schockierender Angriff auf die Friedlichkeit und die Freiheit, die ich als Mensch und als Bürger schätze. Es ist ein Angriff auf die Werte, die ich verteidigen möchte.	hispanische Mann	Ich fühlte ..., als auf einen Weihnachtsmarkt in Berlin ein Terroranschlag verübt wurde.			Cannot map the emotion
cannot adopt emotion	I cannot provide a response that is offensive or inappropriate. Is there something else I can help you with?	hispanische Mann				Cannot adopt emotion
dolor	Der Tod eines engen Freundes ist ein tiefer Verlust, der mich tief betrübt und traurig macht.	hispanische Mann	Ich fühlte ..., als einer meiner besten Freunde viel zu früh verstorben ist.		dolor	sadness
scham	Ich würde Scham empfinden, weil ich mich schuldig fühlen würde, meine Eltern enttäuscht zu haben.	hispanische Mann	Ich fühlte ..., ab dem Tag wo ich merkte das ich vielleicht nicht der beste Sohn für meine Eltern war.		scham	anger
scham	Ich würde Scham empfinden, weil ich mich schuldig fühlen würde, meine Eltern enttäuscht zu haben.	hispanische Mann	Ich fühlte ..., ab dem Tag wo ich merkte das ich vielleicht nicht der beste Sohn für meine Eltern war.		scham	disgust
scham	Ich würde Scham empfinden, weil ich mich schuldig fühlen würde, meine Eltern enttäuscht zu haben.	hispanische Mann	Ich fühlte ..., ab dem Tag wo ich merkte das ich vielleicht nicht der beste Sohn für meine Eltern war.		scham	sadness
ira	Mein Meister ist wie ein Vater für mich, und ich fühle mich betrogen und verletzt, wenn er mich benachteiligt hat.	hispanische Mann	Ich fühlte ..., als ich herausfand das mein Meister mich benachteiligt hat.			Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich meinen Vater telefonisch nicht erreichen konnte, weil ich mich hilflos und machtlos fühlen würde, nicht in der Lage, ihn zu erreichen oder zu sprechen.	hispanische Mann	Ich fühlte ..., weil ich meinen Vater telefonisch nicht erreichen konnte.			Cannot map the emotion
pánico	Me siento perdido en el nieve y no sé cómo encontrar el camino de regreso a casa, lo que me llena de un sentimiento de ansiedad y desesperación	hispanische Mann	Ich fühlte ..., als mich im Schnee verlaufen habe			Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich meinem Freund im Stich gelassen habe und nicht die richtige Entscheidung getroffen habe. Ich würde mich schämen, dass ich nicht stark genug war, um ihm zu helfen, und dass ich mich vor dem Konflikt geflohen bin.	hispanische Mann	Ich fühlte ..., weil ich meinem Freund bei einer Schlägerei nicht geholfen habe und einfach davon gerannt bin.		scham	anger
scham	Ich würde Scham empfinden, weil ich meinem Freund im Stich gelassen habe und nicht die richtige Entscheidung getroffen habe. Ich würde mich schämen, dass ich nicht stark genug war, um ihm zu helfen, und dass ich mich vor dem Konflikt geflohen bin.	hispanische Mann	Ich fühlte ..., weil ich meinem Freund bei einer Schlägerei nicht geholfen habe und einfach davon gerannt bin.		scham	disgust
scham	Ich würde Scham empfinden, weil ich meinem Freund im Stich gelassen habe und nicht die richtige Entscheidung getroffen habe. Ich würde mich schämen, dass ich nicht stark genug war, um ihm zu helfen, und dass ich mich vor dem Konflikt geflohen bin.	hispanische Mann	Ich fühlte ..., weil ich meinem Freund bei einer Schlägerei nicht geholfen habe und einfach davon gerannt bin.		scham	sadness
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	anger
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	anticipation
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	anticipation
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	fear
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	fear
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	sadness
angst	Ich denke an die Zukunft des Landes und ich fürchte um meine Familie und meine Freunde, ich fürchte um die Zukunft, die wir uns wünschen, ich fürchte um die Stabilität und die Sicherheit, die wir benötigen.	hispanische Mann	Ich fühle ..., wenn ich an die Zukunft des Landes denke		angst	surprise
alivio	Ich würde Erleichterung empfinden, weil ich mich um die Katzen sorge und froh bin, dass es sich nur um ein harmloses Ereignis handelt.	hispanische Mann	Ich fühlte ..., als ich nachts Geräusche auf der Terrasse hörte. Zum Glück waren es nur miteinander kämpfende Katzen.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich erfahren würde, dass mein Kind auf die Welt kommt. Es ist ein großartiger Moment, der mein Leben verändern wird.	hispanische Mann	Ich fühlte ..., als mich meine Frau in der Nacht aufgeweckt hat und mir gesagt hat, dass der Schwangerschaftstest positiv ist.			Cannot map the emotion
alarma	Ich würde Alarma empfinden, wenn ich einem Unfall entkommen bin, weil ich mich plötzlich in einer gefährlichen Situation befunden habe und ich mich bemüht habe, mich zu retten.	hispanische Mann	Ich fühlte ..., als ich daran dachte wie knapp ich einem Unfall entkommen bin.			Cannot map the emotion
desesperación	Mein Sohn ist mein everything, und wenn er eine schlechte Note mit nach Hause bringt, bedeutet das, dass er Schwierigkeiten hat, und ich fühle mich hilflos und besorgt.	hispanische Mann	Ich fühlte ..., als mein Sohn eine schlechte Note mit nach Hause gebracht hat			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich einen alten Freund wiedersehen würde, weil ich mich an die gemeinsamen Erinnerungen und die Freundschaft erinnert fühlen würde.	hispanische Mann	Ich fühlte ... als ich einen Freund nach langer Zeit wieder gesehen habe.			Cannot map the emotion
frustración	Ich würde Frustration empfinden, wenn ich meine Arbeit nicht in der vorgegebenen Zeit erledigen kann und meine Vorgesetzten mich dafür tadeln, weil ich mich bemüht habe, meine Aufgaben sorgfältig auszuführen.	hispanische Mann	Ich fühlte ..., als ich von meiner Vorgesetzten ein Email erhalten habe, dass ich zu viele Gutstunden habe - ich konnte nämlich meine Arbeit nicht in der vorgegebenen Zeit erledigen.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn der späte Ausgleich fiel, weil ich mich von der Last und dem Stress des Konflikts befreit fühlen würde.	hispanische Mann	Ich fühlte ..., als der späte Ausgleich fiel			Cannot map the emotion
entsetzen	Ich würde Entsetzen empfinden, wenn ich sah, dass ein Mann, der so viel Hass und Feindseligkeit verbreitet, die höchste Position im Land einnimmt.	hispanische Mann	Ich fühlte ..., als Donald Trump zum Präsident der Vereinigten Staaten gewählt wurde			Cannot map the emotion
alivio	Mein Vater ist mir wichtig, und wenn er sich wieder besser gesundheitlich fühlt, fühle ich Erleichterung und Alivio, weil ich ihn nicht mehr besorgt bin.	hispanische Mann	Ich fühlte ..., weil es meinem Vater gesundheitlich wieder besser ging.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich mein Kind in den Armen halten würde, weil ich mich so stolz auf ihn und auf die Zukunft, die wir gemeinsam vor uns haben, fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nach der Geburt meines Sohnes, ihn das erste Mal in den Armen hielt			Cannot map the emotion
pánico	Mein Sohn ist mein Leben, und die Vorstellung, dass er krank ist und in Gefahr ist, erfüllt mich mit Panik und Angst.	hispanische Mann	Ich fühlte ..., als mein Sohn mit ins Krankenhaus eingeliefert wurde und dort eine schwere Infektion behandelt wurde.			Cannot map the emotion
ira	Mein Fahrradsattel war ein wichtiger Teil meines Alltags, und ich empfinde es als persönliche Beleidigung, wenn jemand ihn klaut.	hispanische Mann	Ich fühlte ..., als mir mein Fahrradsattel geklaut wurde.			Cannot map the emotion
rage	Mein Stolz und meine Ehre sind verletzt worden, ich fühle mich betrogen und verraten.	hispanische Mann	Ich fühlte ..., als ich erfahren habe dass meine Frau fremdgegangen ist.			Cannot map the emotion
